journey_distance,am_or_pm,day_of_week,pickup_hour,passenger_count,fare_amount
0.9330655929984747,PM,Tue,15,1,6.1
8.038709588105172,PM,Thurs,17,1,20.1
1.0832299069492894,AM,Wed,9,1,6.5
1.298073275151631,PM,Wed,19,1,5.3
3.2036514777729708,AM,Thurs,9,1,9.7
2.7787489397889003,PM,Sat,13,1,8.5
1.6765603632572126,AM,Mon,10,1,8.5
4.81308257015428,PM,Fri,20,1,14.1
7.030088818578307,PM,Wed,19,2,23.3
0.5653151926462068,PM,Tue,16,4,11.3
2.087823556212452,PM,Fri,20,3,12.1
0.8288259039932445,PM,Mon,13,1,3.3
7.936135237799841,PM,Wed,14,2,18.5
1.2175121727939975,AM,Mon,11,1,4.9
4.9932915312967765,PM,Sat,15,4,21.3
0.9590104579228952,PM,Tue,19,1,4.5
19.861860874944917,AM,Wed,9,1,45.0
1.4011083555452397,AM,Sat,0,1,4.9
1.293330001811624,PM,Tue,17,1,4.5
4.370084890789929,AM,Sat,10,4,16.5
2.421650183149441,AM,Fri,5,1,9.3
2.2423902996292577,PM,Fri,19,1,7.7
0.019216354277840422,AM,Wed,11,1,6.5
3.193800474376836,AM,Sat,7,1,8.1
2.7073473649721906,PM,Fri,22,1,7.3
1.5399764021729119,PM,Wed,16,1,6.5
3.297163001996152,AM,Fri,4,1,8.1
6.806032978370717,AM,Fri,9,1,16.5
5.136483761029684,PM,Mon,20,1,11.3
1.9588866126777256,PM,Sat,21,1,8.9
1.9536900532918522,AM,Sat,8,1,6.5
2.034215221721046,AM,Sat,8,2,8.1
2.4909634864243904,PM,Wed,13,2,8.1
4.580466001847214,PM,Sat,20,1,12.9
3.4307430887122505,PM,Tue,15,1,9.3
1.113933496147696,PM,Sun,12,2,6.1
2.1569142269884676,PM,Sat,20,1,6.1
6.484753219154404,AM,Sat,0,1,16.9
9.165418698421915,PM,Tue,18,1,17.3
1.086380521885285,AM,Fri,6,1,5.7
18.543371449523725,AM,Tue,6,1,45.0
2.121679242656768,PM,Thurs,13,1,10.1
3.8707004957906586,AM,Wed,4,1,11.7
3.2489805025309586,AM,Sun,1,1,9.7
4.430295409338568,PM,Fri,20,1,8.9
0.6379585817391628,AM,Mon,7,1,14.1
20.10017665495759,AM,Fri,2,4,49.57
5.220958832809961,AM,Fri,2,1,13.3
1.5563042242153484,AM,Sun,10,1,6.1
1.973679472958533,AM,Wed,2,1,6.1
3.915091578101804,PM,Tue,15,1,12.5
10.543858612289911,AM,Sat,4,1,19.7
2.768787528254407,PM,Mon,17,1,6.9
4.725182316294094,AM,Sat,11,1,16.1
1.2736207271545685,AM,Tue,4,1,6.5
2.4781830226185484,PM,Mon,15,1,6.9
13.270663754173782,PM,Sat,20,2,39.3
6.744418024795704,AM,Wed,10,1,18.1
0.7162774783908341,AM,Fri,4,1,4.9
1.369176096946075,PM,Thurs,16,1,5.7
2.8791531522098612,PM,Wed,13,1,10.5
1.3732855112565636,AM,Mon,6,1,6.1
2.4335753491990184,PM,Sat,16,1,6.5
6.924353180185163,PM,Fri,16,5,14.1
2.001949053005679,PM,Thurs,14,4,14.1
10.535033361614792,PM,Wed,18,1,23.7
1.169664355370111,PM,Fri,12,1,8.1
4.358115503826256,AM,Tue,7,1,14.1
0.35851993096061946,PM,Thurs,21,3,3.7
5.469317358506101,AM,Sat,10,2,14.9
1.1603025924382109,PM,Fri,15,1,4.9
1.2566337616280072,AM,Mon,10,1,8.1
1.2112666304516466,PM,Sat,18,1,5.3
2.722236958853154,AM,Sun,11,1,6.1
1.0866418109546745,AM,Thurs,10,1,4.5
0.7564836373298933,PM,Mon,21,1,3.7
3.2167837198901785,PM,Thurs,20,1,12.1
11.465297681603436,PM,Fri,23,2,24.1
4.163219628696184,AM,Wed,2,1,8.9
2.251533968882612,AM,Sun,11,3,7.7
3.122116234413145,PM,Mon,15,1,8.1
1.2935162257603778,PM,Sun,18,1,6.1
1.3903868996554436,AM,Fri,6,1,4.9
2.9636363953004423,AM,Fri,8,1,11.7
1.9722749189680653,AM,Fri,11,1,7.3
2.4201768756923863,PM,Sun,14,1,9.7
1.0647633196766788,PM,Tue,13,1,5.3
3.0995565807060164,PM,Mon,17,1,7.3
2.1268066508141086,PM,Thurs,15,1,8.1
1.604934585416761,PM,Mon,18,1,5.3
1.801853351452886,PM,Wed,13,1,6.5
2.029089086924072,AM,Mon,6,1,7.3
1.6116321994781968,PM,Fri,12,1,6.1
2.5589237684377903,PM,Wed,12,3,8.9
1.4995905589562597,PM,Sun,15,1,8.1
0.7405929643356899,AM,Thurs,5,1,7.3
1.0290078782124128,AM,Sun,10,1,4.1
6.371973276745216,PM,Sun,23,1,13.3
1.0869553015037061,PM,Tue,12,1,5.3
4.440514055117272,PM,Thurs,15,2,12.1
9.999086718513576,PM,Fri,15,1,22.9
0.5720794701344665,PM,Tue,16,2,4.9
0.8603014769119709,PM,Thurs,15,4,4.1
1.3434721850514724,AM,Fri,6,1,5.7
2.5577652194824503,AM,Thurs,9,3,8.5
2.01507477391236,AM,Wed,6,1,8.9
1.1290694420702814,PM,Thurs,14,1,5.7
6.858035069897103,AM,Fri,1,1,17.3
9.680268455171356,PM,Sat,22,1,19.7
1.3827162096080787,PM,Mon,17,1,6.5
4.037448436236348,AM,Mon,9,1,9.3
0.5734198631205439,AM,Tue,11,1,5.3
3.412289615583601,PM,Fri,23,2,10.5
0.7966739807220536,AM,Thurs,3,1,4.1
3.1825020127092203,AM,Sat,3,1,12.5
1.7676660629649465,AM,Sat,4,1,5.7
0.7539989851556081,AM,Sun,0,2,4.1
0.6502759608174755,AM,Thurs,3,1,3.3
2.1306564377079775,PM,Sun,20,1,6.9
1.5888138086537689,AM,Fri,4,1,5.7
0.8682564968347642,PM,Wed,21,2,4.5
1.5056211165679096,PM,Tue,16,1,5.3
5.70944591725856,AM,Thurs,6,1,12.9
0.9024835533529965,PM,Fri,14,1,6.5
2.0963444330719057,AM,Thurs,9,1,7.7
1.1893346485823084,PM,Wed,15,1,5.3
1.3100298342319163,AM,Fri,3,1,4.9
8.059478492579663,PM,Thurs,19,1,16.5
1.8344021579891994,AM,Mon,8,1,5.3
5.673694210542872,PM,Tue,17,1,15.3
1.6967349727662624,PM,Mon,17,1,6.1
1.7899617650132336,AM,Thurs,7,1,6.9
3.9878511159135863,AM,Wed,4,1,9.7
2.254132805739824,PM,Fri,15,5,7.7
1.124698279165584,PM,Sun,12,1,6.1
3.6075554341642246,PM,Sat,22,1,9.3
2.9182758099997725,PM,Wed,18,1,7.3
11.014655388447649,PM,Sun,15,1,26.9
22.440213195659318,AM,Wed,8,1,49.57
3.3118117820141197,AM,Wed,9,1,9.7
2.7399236599290275,AM,Mon,11,1,6.9
2.7638264661289784,AM,Wed,3,1,7.7
1.3661744684912844,AM,Wed,11,1,6.5
2.916921129631385,AM,Fri,3,1,7.7
2.298416854255861,AM,Thurs,4,1,7.3
1.4769665397964955,PM,Wed,18,1,5.3
0.8547046154962762,AM,Tue,3,1,4.9
1.4401610715631128,AM,Tue,11,3,7.3
3.0446019801029602,AM,Sun,8,1,8.9
0.8761213522603719,AM,Tue,7,2,4.1
4.183373624544661,AM,Wed,10,1,16.1
4.721971618116057,AM,Mon,6,1,16.9
1.0630551193381261,PM,Tue,12,1,5.3
1.9353438223648238,PM,Sat,17,2,6.9
0.7039804595078245,AM,Tue,11,1,4.1
1.3433618524880815,AM,Thurs,5,1,5.7
1.5611403968931465,PM,Sun,17,1,6.1
2.362309358911018,AM,Wed,10,1,8.5
1.7353636959340362,PM,Fri,18,2,8.9
7.221021232386298,PM,Thurs,23,1,14.5
6.473633008694772,PM,Thurs,19,1,16.9
10.996257955153979,AM,Fri,11,1,38.67
2.810807433020082,AM,Mon,6,2,9.7
3.621978459673501,AM,Sat,7,2,8.9
2.098756577773632,AM,Fri,2,1,5.3
1.4987420847922188,PM,Sat,16,1,6.1
0.5634427648655305,PM,Fri,21,3,11.3
2.5667835867198483,AM,Wed,6,1,6.5
0.41949924420073953,AM,Tue,8,5,3.3
2.05035914065155,PM,Fri,17,1,6.5
1.875041083798726,AM,Tue,10,1,7.3
1.2439596261496,PM,Sat,18,1,5.3
1.0492819294523361,AM,Sun,1,1,4.9
1.5432202929023573,PM,Mon,16,1,5.3
2.18139480229902,PM,Wed,13,1,8.5
2.2151487014903073,PM,Sat,20,1,6.9
4.097347081974192,PM,Sat,20,5,9.7
1.1652655485410288,AM,Fri,10,2,5.7
1.3011891698947706,PM,Tue,14,1,4.9
3.1557514670764473,PM,Tue,12,2,8.1
0.6644552839809558,AM,Sat,7,1,3.3
0.7435249263068852,AM,Fri,7,1,3.3
3.0758678426376203,AM,Tue,3,1,7.3
3.640659139106993,AM,Tue,10,1,14.9
4.5471939187500485,AM,Tue,10,4,13.3
2.3022809028207347,AM,Wed,6,1,8.5
2.613455596672284,AM,Thurs,10,1,8.1
0.8900342453228313,AM,Wed,7,1,6.5
6.836779078043539,AM,Thurs,8,2,16.5
3.156251381214067,PM,Tue,14,1,7.7
20.06877080337257,AM,Wed,3,2,45.0
2.55776246633024,AM,Thurs,5,1,8.9
6.50218162726417,AM,Sat,4,1,16.1
1.6025378586225278,PM,Tue,12,1,5.3
1.8677757975968794,AM,Wed,9,1,7.3
2.761572043303979,PM,Thurs,14,1,10.9
7.425034702469792,PM,Mon,18,1,15.3
1.9271598234974028,AM,Sat,10,1,7.3
2.0228201570237516,AM,Tue,4,1,7.7
2.57808304711251,AM,Sat,6,1,8.1
0.7860794769482674,PM,Wed,14,1,4.5
1.7765606155125135,PM,Tue,17,1,7.7
1.0635288837713548,AM,Fri,9,1,4.1
2.4457293080029023,PM,Tue,14,1,9.3
0.841672676978154,PM,Thurs,15,1,5.7
4.209027667801631,AM,Thurs,8,1,15.3
8.661938512131151,AM,Fri,0,2,22.27
6.2222243553976435,AM,Thurs,8,1,18.9
5.245884447953028,AM,Tue,6,1,16.1
2.8290148959935246,AM,Wed,10,1,11.3
1.525707526443567,PM,Mon,13,1,6.1
2.5830355100645344,PM,Mon,13,1,8.1
1.9144062685157377,PM,Wed,15,1,8.9
4.115916686569578,AM,Fri,8,1,10.9
2.160753719240851,PM,Sat,17,1,8.9
2.7877060137892458,PM,Sat,13,1,8.5
14.621577000350046,PM,Fri,16,2,34.1
3.7431406144802843,PM,Sun,23,1,8.1
20.93264646261697,PM,Mon,18,1,49.57
1.358502244298866,PM,Thurs,13,2,6.1
1.4908286112579117,PM,Tue,15,1,4.9
2.270460576152251,PM,Thurs,14,1,9.3
0.760802910702691,PM,Sun,13,1,3.3
3.2490046160853643,AM,Sat,7,3,9.7
2.262872818479531,PM,Mon,16,1,6.5
0.8089285407808674,PM,Sat,13,1,4.1
0.787854719489388,AM,Mon,10,2,4.9
1.5865087244375546,AM,Tue,7,1,5.7
3.8546605294203387,PM,Sat,15,1,14.1
2.0246479016519956,AM,Sat,6,1,6.1
6.590067867113992,PM,Thurs,21,1,16.9
7.860167137786813,PM,Wed,14,1,19.3
3.983479846188192,PM,Wed,21,1,7.3
0.8385196998786684,AM,Mon,8,1,4.5
2.5663159144227436,PM,Tue,15,1,7.7
6.029880927879375,AM,Sun,9,2,15.3
2.2801688584751822,PM,Thurs,14,2,8.5
7.754128970554746,AM,Fri,2,2,25.87
3.3496074008792838,AM,Tue,4,1,8.9
2.140604760493545,PM,Mon,20,1,7.7
1.765617519905454,AM,Mon,10,1,5.7
3.5267133475482724,AM,Fri,11,2,10.1
1.0457188646079125,PM,Mon,13,1,7.3
0.5971626600592271,AM,Sat,7,1,4.1
1.6132208205762912,AM,Mon,5,1,7.7
0.9978464478310144,PM,Sat,20,1,3.7
4.6478937750926415,PM,Thurs,15,2,11.3
19.91531606017631,AM,Sun,2,1,45.0
2.0879927506960905,AM,Tue,5,1,5.3
0.793141496935942,PM,Thurs,20,2,3.7
1.453782431932526,PM,Tue,16,1,4.9
2.348245150304981,AM,Mon,3,1,8.5
1.5740877888530846,PM,Mon,12,1,6.5
2.8338464078403622,AM,Fri,2,1,8.1
0.5263110410495128,AM,Tue,9,2,3.7
1.5334512408887462,PM,Sun,14,1,6.1
2.058915146895279,PM,Thurs,19,1,7.3
6.414787744896517,AM,Fri,10,1,16.5
2.287176203795766,AM,Fri,11,2,7.7
3.7112421738379875,PM,Tue,16,1,8.5
0.5510340239881198,AM,Wed,11,1,6.9
1.6852456659576065,AM,Thurs,9,2,5.7
2.9034641169089084,AM,Mon,11,1,7.3
2.100410017152646,AM,Thurs,9,1,7.7
4.609098850898531,AM,Wed,5,1,12.1
0.9319445358396511,PM,Sat,20,1,5.3
0.8861720701643019,AM,Mon,9,1,3.7
1.8020810628157267,PM,Tue,16,1,5.3
1.3043469612593945,AM,Fri,2,1,5.3
1.382748326169606,PM,Sun,12,1,6.1
18.86900092044596,PM,Mon,14,2,43.3
6.099192602695105,PM,Mon,22,1,11.7
9.277831494920871,AM,Mon,5,1,37.2
3.6484498909865475,AM,Fri,3,1,10.9
2.7258095894411283,AM,Wed,5,1,11.3
9.776767941741861,AM,Fri,1,2,18.5
13.02405448229277,AM,Fri,3,1,31.47
1.2702051364912141,PM,Tue,16,1,5.3
7.922843215389532,AM,Fri,6,1,27.07
0.8770300932313472,PM,Sun,17,1,4.5
3.0976015146332205,AM,Mon,9,1,9.7
2.1281789972696297,AM,Tue,4,1,7.7
1.5594595043280572,AM,Thurs,0,1,4.9
11.8582760429805,PM,Fri,17,1,28.1
3.42718793097976,AM,Sun,7,5,9.7
0.6344655725522764,PM,Mon,17,1,3.7
2.5054217317410497,PM,Tue,12,1,6.5
0.4587030313650158,PM,Tue,15,1,3.7
2.593617475251362,PM,Mon,18,1,6.9
3.7848510856821735,AM,Sun,11,1,12.1
0.7099451641076264,PM,Fri,15,2,4.5
2.6013071766791165,AM,Sun,10,1,7.3
6.4408026338964115,AM,Sat,9,1,15.3
0.7365115012372492,AM,Fri,3,1,4.5
9.849474394338054,PM,Fri,21,1,20.5
4.101601559192161,PM,Fri,22,1,11.3
2.2246416527218176,PM,Mon,12,4,8.5
6.782455476044721,PM,Sat,16,2,14.5
5.56358830433538,AM,Sat,7,1,12.1
1.937645542135043,PM,Mon,13,1,7.7
4.401431769593041,PM,Thurs,15,1,11.3
4.48696157353966,PM,Wed,12,1,10.5
3.353497531933335,AM,Sun,0,1,10.5
6.616640492715522,AM,Sun,9,1,14.1
3.501207355994924,PM,Sun,16,1,10.9
1.7904837219518737,AM,Sat,8,1,6.9
2.9226260477971717,PM,Wed,15,1,8.9
2.278144296536525,AM,Fri,7,1,7.7
2.290011127964434,PM,Wed,13,4,8.1
1.0471534347270268,AM,Mon,11,2,4.9
0.7983144716314585,AM,Thurs,8,1,3.7
1.8412399604591387,PM,Fri,12,1,6.9
20.259594832326812,AM,Sat,11,2,45.0
1.7525874036176747,AM,Wed,10,1,6.5
1.324056844342031,PM,Sat,21,2,6.9
1.5164444427572032,PM,Sun,12,2,6.1
3.0920399522415782,AM,Sun,6,2,10.1
2.205121759394356,AM,Sat,9,2,8.1
5.147220141862486,PM,Sun,12,1,14.5
3.458870027755828,PM,Sat,23,1,9.3
3.9789137273067463,AM,Fri,4,1,10.1
2.0023561290247955,AM,Sat,0,4,7.3
2.830522765756235,AM,Thurs,5,1,7.7
5.132363961367311,PM,Sat,20,1,8.9
1.8838883783943958,PM,Wed,16,1,6.9
1.4979166180302879,AM,Tue,2,1,4.9
1.3900289542061008,AM,Mon,3,1,6.1
3.4205563628606814,PM,Fri,13,3,9.3
2.633237319244737,AM,Mon,7,1,7.3
5.060027626556665,AM,Thurs,8,1,13.7
2.156284534521881,PM,Thurs,12,1,9.3
8.911398290847314,PM,Fri,20,1,20.9
2.856774467046249,AM,Sun,3,2,6.5
2.1365851999059866,AM,Sat,10,1,6.5
1.0026304660044965,PM,Fri,20,4,4.5
1.2711456178958127,PM,Tue,12,2,6.9
3.753726385073744,AM,Sat,6,1,10.1
4.847317642761169,PM,Thurs,18,1,10.5
0.7872660941372063,PM,Mon,16,1,4.5
1.708154530057872,PM,Sat,18,1,6.5
0.8723651861705409,PM,Tue,15,1,4.1
5.899696583761501,PM,Thurs,14,2,15.7
1.078205539440693,PM,Thurs,14,1,4.5
1.364689485871019,PM,Sat,19,2,4.9
2.0258662331935513,PM,Sat,21,1,9.7
0.3899257494373063,AM,Tue,6,1,3.3
2.187490998539604,PM,Fri,16,3,6.5
4.604908120641875,PM,Fri,20,2,10.9
1.9894069117367914,PM,Sun,12,1,10.9
1.5803656733270945,PM,Sat,14,3,8.5
13.501146466064574,AM,Sun,6,1,32.27
1.651702801734551,AM,Sun,11,2,6.5
3.6428508304435954,AM,Tue,3,3,9.3
3.1854366376484085,PM,Mon,16,3,9.7
1.1271619093192036,AM,Fri,3,1,6.1
2.5842092255963482,PM,Sat,19,2,8.1
2.0205097981148517,PM,Fri,16,4,5.7
0.5755174779321404,PM,Sat,14,2,6.1
0.35241744852362433,PM,Fri,15,1,5.7
1.3541070302618194,AM,Tue,4,1,4.9
1.987792566766527,AM,Wed,5,1,12.5
4.10265501727778,PM,Sun,22,1,10.1
0.8586633151024722,AM,Thurs,5,1,4.1
1.3706880094894678,PM,Mon,18,1,5.3
0.8832517439302714,AM,Tue,3,1,4.1
1.1940681536196607,AM,Sat,9,1,4.1
6.621616063022824,PM,Thurs,18,1,19.7
1.3651980724700976,AM,Wed,10,1,5.3
4.7647423810098015,PM,Mon,17,1,10.5
5.554031879051578,AM,Sun,7,1,21.3
1.0233717739463102,PM,Sat,13,2,4.5
0.8178226815307481,AM,Wed,10,1,4.1
3.5371430553057914,PM,Thurs,17,1,8.1
0.07194609187922181,AM,Tue,5,1,2.5
1.4151952685039464,AM,Wed,8,1,6.9
1.468835072620929,AM,Tue,7,1,6.1
1.1894816276373301,PM,Wed,13,1,4.5
0.6520163162957271,PM,Wed,13,1,5.7
3.5231530519692216,PM,Fri,21,1,9.3
2.3885967277059805,AM,Sun,6,1,6.9
3.1421865394759507,AM,Sat,5,4,9.3
1.6245892646704796,AM,Tue,4,3,8.9
0.7554263168526415,AM,Mon,7,1,5.7
0.9688306709125463,PM,Wed,23,1,4.9
1.5753434688306742,PM,Sat,17,1,7.3
1.1414106546972216,PM,Sun,20,2,6.9
2.037545521357533,AM,Sat,10,3,7.7
5.959107305079631,PM,Mon,16,1,12.9
9.344001665530762,AM,Tue,0,1,17.7
1.057637605230793,PM,Wed,13,4,6.1
1.343816451694112,PM,Sat,12,1,4.5
17.88616879061587,PM,Fri,22,1,41.39
0.8995446949267959,AM,Sat,4,1,4.1
2.586097930038498,AM,Sat,7,1,7.7
3.975152307569625,AM,Thurs,3,1,12.9
1.042359065252188,PM,Fri,15,1,4.5
2.3878967707459005,PM,Fri,20,2,11.7
1.5399416661736085,AM,Sat,5,1,5.3
3.8702222977798084,PM,Wed,18,1,8.9
0.8774059398072299,AM,Thurs,11,1,4.5
3.916443628764715,AM,Sun,11,1,9.7
2.6484067839055627,PM,Thurs,14,1,7.3
2.521348022618188,AM,Wed,8,1,6.1
2.341195226417417,PM,Mon,13,2,7.7
2.8818940710515064,AM,Thurs,7,1,8.9
1.6260809038130035,AM,Thurs,11,1,5.7
0.4953459289631407,AM,Mon,10,1,4.1
3.4953047636416645,AM,Sat,7,1,11.7
2.329335632825836,PM,Tue,12,1,7.3
2.5274773620259205,AM,Thurs,6,1,6.9
3.873889433358481,PM,Fri,22,1,8.5
1.634924042639566,PM,Mon,17,1,5.3
2.8196710804559553,PM,Tue,20,1,7.7
0.676424255440688,PM,Wed,14,1,4.1
2.1818496841616333,PM,Sat,22,1,6.9
0.9813953475493198,AM,Wed,11,1,6.1
2.4321424155317057,PM,Mon,16,1,8.9
1.802517754052884,AM,Fri,3,1,6.1
7.132667614964984,PM,Tue,14,1,16.5
0.9707291171331326,AM,Sat,11,1,4.1
2.15504686933014,AM,Mon,8,1,7.7
3.1485718702121326,PM,Sat,20,2,10.9
1.0540863616250895,AM,Tue,1,2,5.3
5.440616169504485,PM,Wed,17,1,11.3
0.4143093616473278,PM,Thurs,12,1,3.7
1.1212399511326683,AM,Fri,11,1,4.5
1.6018244214996007,PM,Fri,15,2,7.7
3.7855949205013064,PM,Sat,18,1,8.9
10.304344458678148,AM,Thurs,9,1,33.870000000000005
2.586644328479979,PM,Sat,15,1,8.1
3.702920540581625,PM,Sun,13,1,17.3
2.3541800252157414,PM,Tue,21,1,8.1
3.174276246422786,AM,Sat,10,1,10.9
0.2600687746384764,PM,Wed,12,1,4.1
0.29286796346693067,PM,Fri,18,1,3.7
1.905088284882955,PM,Tue,17,1,6.9
4.634714700559662,PM,Sat,20,1,12.5
2.2068693353773483,AM,Thurs,4,1,6.5
3.11710470677394,PM,Sun,19,1,7.7
0.4896305883838175,AM,Fri,10,1,2.9
9.507802305017073,AM,Tue,4,1,31.87
19.99950748453735,AM,Tue,10,2,49.57
1.8198059038407506,PM,Fri,16,2,5.7
0.8651817343170485,PM,Fri,15,2,4.9
3.4018542742472127,AM,Fri,10,1,8.5
1.5966550601972793,AM,Tue,6,1,8.1
0.7528803524217916,AM,Fri,4,1,3.7
8.53049884381969,PM,Mon,16,1,15.7
0.5982562305979396,AM,Sat,9,1,4.1
1.6754991398672228,PM,Fri,14,1,6.9
0.7770822271196195,PM,Mon,12,1,6.9
3.2844878511755797,PM,Thurs,15,1,9.7
0.6590457654228614,AM,Tue,6,1,3.7
4.182791342402513,AM,Tue,3,1,11.3
2.6864450928138894,AM,Sun,6,1,10.5
0.9877030840768587,AM,Mon,8,1,3.7
5.71680134465749,PM,Tue,20,1,12.1
2.6055939126118535,PM,Mon,12,1,7.3
1.792681368444906,PM,Thurs,16,1,6.9
2.8475796881829045,AM,Wed,4,1,7.3
1.1738481666079423,PM,Thurs,17,1,6.1
2.742128376076627,PM,Sun,15,1,5.7
2.00382636388752,AM,Thurs,6,1,6.1
1.5261962432652385,PM,Mon,15,1,4.9
10.049504600477702,AM,Sun,4,3,22.5
1.691322508765156,AM,Thurs,7,1,4.9
1.4741581555651013,PM,Fri,17,1,5.7
1.0945915645924016,PM,Sun,13,1,6.5
0.31933375889625215,PM,Fri,22,1,3.3
1.526090980528126,PM,Sat,17,1,6.1
0.7118737609216719,PM,Sat,22,1,4.1
1.5636169357361078,AM,Sun,7,1,5.7
2.6199272640705287,AM,Sun,5,1,6.5
2.2327457125130485,AM,Fri,10,2,8.9
